Research ID,-0,Left icon,Major tech,Right icon,IMD,-0,MsgName,StructName,CompName,CompType,ResearchPoints,keyTopic,Prereqs,Function results,Structure prereqs,Redundant structures,Structure results,Redundant components,Component results
R-WU-AACyclone-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AACyclone-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AACyclone-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-AACyclone-DMG7,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-AACyclone-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AACyclone-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AACyclone-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AACyclone-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AACyclone-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AACyclone-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,8204,0,1,0,0,0,0,1,1
R-WU-AACyclone-SPE2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-AACyclone,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-AAHurricane-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AAHurricane-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AAHurricane-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AAHurricane-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AAHurricane-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AAHurricane-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF6,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-AAHurricane-ROF7,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-AAHurricane-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,8204,0,1,0,0,0,0,1,1
R-WU-AAHurricane-SPE2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-FF-AAHurricane,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-AAStormbringer-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-DMG7,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-AAStormbringer-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-AAStormbringer,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-BombCluster-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-BombCluster-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-BombCluster-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-BombCluster-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-BombCluster-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-BombCluster-DMG7,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-BombCluster-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-BombCluster-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-BombCluster-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-BombCluster-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-BombCluster-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-BombCluster-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,8204,0,1,0,0,0,0,1,1
R-WU-BombCluster-SPE2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SPL-BombCluster,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-BombHeavy-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-BombHeavy-DMG7,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-BombHeavy-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-BombHeavy-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,8204,0,1,0,0,0,0,1,1
R-WU-BombHeavy-SPE2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-BombHeavy,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-BombThermite-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-BombThermite-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-BombThermite-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-BombThermite-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-BombThermite-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,8367,0,1,1,0,0,0,0,0
R-WU-BombThermite-DMG7,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,9204,0,1,1,0,0,0,0,0
R-WU-BombThermite-ROF1,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-BombThermite-ROF2,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-BombThermite-ROF3,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-BombThermite-ROF4,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-BombThermite-ROF5,Level One,IMAGE_RES_GRPROF,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-BombThermite-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,8204,0,1,0,0,0,0,1,1
R-WU-BombThermite-SPE2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-HOT-BombThermite,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-Cannon-ACC1,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,8021,0,1,1,0,0,0,0,0
R-WU-Cannon-ACC2,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,8823,0,1,1,0,0,0,0,0
R-WU-Cannon-ACC3,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,9706,0,1,1,0,0,0,0,0
R-WU-Cannon-ACC4,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,10676,0,1,1,0,0,0,0,0
R-WU-Cannon-ACC5,Level One,IMAGE_RES_GRPACC,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,11744,0,1,1,0,0,0,0,0
R-WU-Cannon-Cyb-SPE1,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Cyborg,WEAPON,8204,0,1,0,0,0,0,1,1
R-WU-Cannon-Cyb-SPE2,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Cyborg,WEAPON,10938,0,1,0,0,0,0,1,1
R-WU-Cannon-DMG1,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,5196,0,1,1,0,0,0,0,0
R-WU-Cannon-DMG2,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,5715,0,1,1,0,0,0,0,0
R-WU-Cannon-DMG3,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,6287,0,1,1,0,0,0,0,0
R-WU-Cannon-DMG4,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,6915,0,1,1,0,0,0,0,0
R-WU-Cannon-DMG5,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,7607,0,1,1,0,0,0,0,0
R-WU-Cannon-DMG6,Level One,IMAGE_RES_GRPDAM,0,IMAGE_RES_WEAPONTECH,0,0,RES_DF_HCW1,0,FK-SF-Cannon-Structure,WEAPON,8367,0,1,1,0,0,0,0,0
